timestamp,source_file,feedback_text,category,llm_confidence,neighbour_agreement,final_confidence,rationale,flagged_keywords,needs_review
2026-09-18T22:11:49,Feedy_200_Reviews_Flipped.pdf,The staff were rude and clearly uninterested in helping. I left without my issue being resolved at all.,Poor,1.0,1.0,1.0,"The customer expresses strong dissatisfaction with the staff's behavior, feeling ignored and unhelped, which indicates a high level of frustration.","rude, uninterested",False
2026-09-18T22:11:52,Feedy_300_Intense_Stress_Test_Reviews.pdf,Terrible experience. I had to repeatedly ask for help and still did not receive a satisfactory resolution. I mainly cared about getting the issue resolved.,Poor,0.9,1.0,0.95,"The customer uses strong negative language ('terrible experience') and expresses frustration with the lack of satisfactory resolution, despite repeated requests for help.","Terrible experience, repeatedly ask for help, satisfactory resolution",False
2026-09-18T22:11:55,Feedy_200_Customer_Reviews.pdf,The staff were not attentive and I had to explain the same issue repeatedly.,Poor,1.0,1.0,1.0,"The customer expresses strong dissatisfaction with the service, using words like 'not attentive' and implying frustration by mentioning having to repeat themselves.","not attentive, had to explain the same issue repeatedly",False
2026-09-18T22:11:59,Feedy_200_Reviews_Flipped.pdf,"I understand mistakes happen, but the lack of a clear apology or explanation for the delay was disappointing.",Need Improvements,0.9,0.0,0.65,"The customer is calm and constructive in their criticism, mentioning that they 'understand mistakes happen', which suggests they are not extremely dissatisfied. However, they do express disappointment with the lack of a clear apology or explanation for the delay.","lack of a clear apology, disappointing",False
2026-09-18T22:11:59,Feedy_200_Reviews_Flipped.pdf,"My issue was resolved, but only after being sent to two different desks first.",Good,0.9,0.0,0.65,"The customer is generally satisfied with the resolution of their issue, but mentions a minor inconvenience with having to be transferred between desks.","resolved, different desks",False
2026-09-18T22:11:59,Feedy_200_Reviews_Flipped.pdf,I was treated poorly and my request was handled with complete disregard for my time.,Poor,1.0,1.0,1.0,"The customer uses strong negative language ('treated poorly', 'complete disregard') to express their dissatisfaction, indicating a high level of frustration and intent to stop using the product.","treated poorly, complete disregard",False
2026-09-18T22:11:59,Feedy_200_Reviews_Flipped.pdf,"I understand mistakes happen, but the lack of a clear apology or explanation for the delay was disappointing.",Need Improvements,0.9,0.0,0.65,"The customer is calm and constructive in their criticism, mentioning that they 'understand mistakes happen', which suggests they are not extremely dissatisfied. However, they do express disappointment with the lack of a clear apology or explanation for the delay.","lack of a clear apology, disappointing",False
2026-09-18T22:12:03,Feedy_300_Intense_Stress_Test_Reviews.pdf,Terrible experience. I had to repeatedly ask for help and still did not receive a satisfactory resolution. The delay affected my overall impression.,Poor,1.0,0.33,0.8,"The customer uses strong negative language ('terrible experience') and expresses frustration with the lack of satisfactory resolution, which indicates a high level of dissatisfaction.","Terrible experience, repeatedly ask for help, satisfactory resolution",False
2026-09-18T22:12:05,Feedy_200_Customer_Reviews.pdf,The employee was polite but the service was not as efficient as I expected.,Good,0.8,0.0,0.6,"The customer is generally satisfied, but has a minor reservation about efficiency.","polite, efficient",False
2026-09-18T22:12:09,Feedy_200_Reviews_Flipped.pdf,"The staff were friendly enough, but the overall process felt unnecessarily complicated for a simple request.",Good,0.8,0.33,0.7,"The customer mentions that the staff were 'friendly enough', indicating some level of satisfaction with their interaction. However, they also express a specific criticism about the process feeling 'unecessarily complicated'. This suggests that while there are minor reservations, overall the experience was positive.","friendly, complicated",False
2026-09-18T22:12:12,Feedy_300_Intense_Stress_Test_Reviews.pdf,"Very disappointing experience. I waited a long time, received unclear information, and my issue was not properly resolved. This was my first visit.",Poor,0.9,1.0,0.95,"The customer expresses strong dissatisfaction with their experience, mentioning disappointment, unclear information, and an unresolved issue. The tone is urgent and negative.","disappointing experience, waited a long time, unclear information",False
2026-09-18T22:12:14,Feedy_200_Customer_Reviews.pdf,Fantastic customer care. The employee was knowledgeable and explained the process in a simple way.,Excellent,1.0,0.0,0.7,"The customer uses enthusiastic language ('Fantastic') to describe their experience with customer care, indicating strong satisfaction.","Fantastic, customer care",False
2026-09-18T22:12:17,Feedy_200_Reviews_Flipped.pdf,"My request was eventually completed, but the process felt disorganized and took longer than it should.",Good,0.8,0.33,0.7,"The customer is generally satisfied with the outcome, but has some minor reservations about the process.","eventually completed, disorganized, longer than it should",False
2026-09-18T22:12:20,Feedy_300_Intense_Stress_Test_Reviews.pdf,Poor service. The employee seemed unhelpful and I left without a clear solution to my problem. The waiting area was comfortable.,Poor,0.9,1.0,0.95,"The customer expresses frustration with the service, specifically mentioning an 'unhelpful' employee and not receiving a clear solution to their problem.","Poor service, unhelpful",False
2026-09-18T22:12:23,Feedy_200_Customer_Reviews.pdf,"A great customer experience. The employee was patient, efficient, and made sure my request was completed correctly.",Excellent,1.0,0.0,0.7,"The customer uses enthusiastic language ('great', 'patient', 'efficient') to describe their experience, indicating strong satisfaction.","great, patient, efficient",False
2026-09-18T22:12:25,Feedy_200_Reviews_Flipped.pdf,"I received the service I needed, but communication throughout the process was unclear.",Good,0.9,0.0,0.65,"The customer states they received the service they needed, indicating overall satisfaction, but mentions a specific problem with communication.","communication, unclear",False
2026-09-18T22:12:25,Feedy_200_Reviews_Flipped.pdf,"My request was eventually completed, but the process felt disorganized and took longer than it should.",Good,0.8,0.33,0.7,"The customer is generally satisfied with the outcome, but has some minor reservations about the process.","eventually completed, disorganized, longer than it should",False
2026-09-18T22:12:29,Feedy_300_Intense_Stress_Test_Reviews.pdf,"Very disappointing experience. I waited a long time, received unclear information, and my issue was not properly resolved. The branch was otherwise organized.",Poor,0.9,1.0,0.95,"The customer expresses strong dissatisfaction with their experience, citing multiple issues (long wait, unclear info, unresolved issue) that indicate a significant problem.","disappointing experience, waited a long time, received unclear information, issue was not properly resolved",False
2026-09-18T22:12:32,Feedy_200_Customer_Reviews.pdf,The staff did not listen to my concern and the problem was left unresolved.,Poor,1.0,1.0,1.0,"The customer expresses strong dissatisfaction with the service, stating that their concern was ignored and the issue remained unresolved.","ignored, unresolved",False
2026-09-18T22:12:34,Feedy_200_Reviews_Flipped.pdf,The employee made an error on my account and refused to acknowledge or correct it.,Poor,1.0,1.0,1.0,"The customer is expressing strong dissatisfaction with the employee's refusal to acknowledge or correct their mistake, indicating a lack of accountability and poor service.","error, refused",False
2026-09-18T22:12:34,Feedy_200_Reviews_Flipped.pdf,The service was disorganized from the moment I walked in. Nobody seemed to know how to help me.,Poor,0.9,1.0,0.95,"The customer expresses strong dissatisfaction and frustration with their experience, using words like 'disorganized' and 'nobody seemed to know how to help me', indicating a significant problem.","disorganized, nobody seemed to know how to help me",False
2026-09-18T22:12:34,Feedy_200_Reviews_Flipped.pdf,Reasonably quick service and a courteous employee. I have no real complaints.,Good,0.9,0.33,0.75,"The customer mentions 'no real complaints', indicating overall satisfaction, but also notes that the service was 'reasonably quick' rather than excellent, which suggests some minor reservations.","quick, courteous, complaints",False
2026-09-18T22:12:37,Feedy_300_Intense_Stress_Test_Reviews.pdf,"I am satisfied with the service. The employee was polite, though the queue was somewhat slow.",Good,0.9,0.67,0.85,"The customer is generally satisfied with the service, but mentions a minor reservation about the queue being slow.","satisfied, polite, slow",False
2026-09-18T22:12:40,Feedy_200_Customer_Reviews.pdf,"The employee was courteous, but I needed to ask several times for an update.",Good,0.9,0.0,0.65,"The customer is generally satisfied with the employee's courtesy, but expresses a minor reservation about needing to ask multiple times for an update.","courteous, update",False
2026-09-18T22:12:42,Feedy_200_Reviews_Flipped.pdf,The branch team went above and beyond to help me. I left completely satisfied and impressed.,Excellent,1.0,0.33,0.8,"The customer uses enthusiastic language ('above and beyond', 'completely satisfied and impressed') to describe their experience.","above and beyond, completely satisfied and impressed",False
2026-09-18T22:12:42,Feedy_200_Reviews_Flipped.pdf,The employee was impatient and short with me the entire time. I felt disrespected as a customer.,Poor,1.0,1.0,1.0,"The customer expresses strong negative emotions (furious, unacceptable) and describes being disrespected, indicating a high level of dissatisfaction.","impatient, short, disrespected",False
2026-09-18T22:12:42,Feedy_200_Reviews_Flipped.pdf,Completely unacceptable experience. No one communicated with me about the delay or what was happening.,Poor,1.0,1.0,1.0,"The customer uses strong language like 'completely unacceptable' and expresses frustration that no one communicated with them, indicating a high level of dissatisfaction.","unacceptable, delay",False
2026-09-18T22:12:42,Feedy_200_Reviews_Flipped.pdf,"My transaction was completed, but I had to ask multiple times for updates on the delay.",Good,0.8,0.0,0.6,"The customer is generally satisfied with their transaction being completed, but mentions a specific issue (having to ask multiple times for updates) that prevented it from being an 'Excellent' experience.","transaction was completed, multiple times",False
2026-09-18T22:12:43,Feedy_200_Reviews_Flipped.pdf,I am extremely unhappy with this visit. The lack of accountability from the staff was the worst part.,Poor,1.0,1.0,1.0,"The customer uses strong negative language ('extremely unhappy', 'worst part') and expresses a desire to avoid future interactions.","unhappy, lack of accountability",False
2026-09-18T22:12:46,Feedy_300_Intense_Stress_Test_Reviews.pdf,Poor service. The employee seemed unhelpful and I left without a clear solution to my problem.,Poor,1.0,1.0,1.0,"The customer expresses strong dissatisfaction with the service they received, stating it was 'poor' and that the employee seemed unhelpful.","poor, unhelpful",False
2026-09-18T22:12:49,Feedy_200_Customer_Reviews.pdf,"The staff were courteous, but the process was not very smooth.",Good,0.9,0.33,0.75,"The customer mentions a minor reservation about the 'process' being 'not very smooth', but overall they seem satisfied with the staff's courtesy.","courteous, smooth",False
2026-09-18T22:12:51,Feedy_200_Reviews_Flipped.pdf,"Pleasant experience overall, with a short queue. The employee was professional throughout.",Good,0.9,0.67,0.85,"The customer describes their experience as 'pleasant' and mentions a positive interaction with the employee, indicating general satisfaction.","Pleasant, professional",False
2026-09-18T22:12:54,Feedy_300_Intense_Stress_Test_Reviews.pdf,"A good experience overall. Nothing major went wrong, but the process could be made faster. The branch was otherwise organized.",Good,0.9,1.0,0.95,"The customer describes their experience as 'good' and mentions that nothing major went wrong, indicating overall satisfaction with minor reservations.","good experience, nothing major went wrong, process could be made faster",False
2026-09-18T22:12:57,Feedy_200_Customer_Reviews.pdf,"The staff were polite, but I expected faster assistance.",Good,0.8,0.33,0.7,"The customer is generally satisfied with the politeness of the staff, but has a minor reservation about the speed of assistance.","polite, faster",False
2026-09-18T22:12:59,Feedy_200_Reviews_Flipped.pdf,Good service overall. The staff were polite and I left with my issue resolved.,Good,1.0,0.0,0.7,"The customer uses the phrase 'good service overall' to describe their experience, indicating a generally positive tone despite mentioning no specific issues.","good service, polite",False
2026-09-18T22:12:59,Feedy_200_Reviews_Flipped.pdf,"I understand mistakes happen, but the lack of a clear apology or explanation for the delay was disappointing.",Need Improvements,0.9,0.0,0.65,"The customer is calm and constructive in their criticism, mentioning that they 'understand mistakes happen', which suggests they are not extremely dissatisfied. However, they do express disappointment with the lack of a clear apology or explanation for the delay.","lack of a clear apology, disappointing",False
2026-09-18T22:13:02,Feedy_300_Intense_Stress_Test_Reviews.pdf,"The staff member was professional, but the waiting time was excessive and communication was inconsistent. I mainly cared about getting the issue resolved.",Good,0.8,0.0,0.6,"The customer is generally satisfied with the staff's professionalism, but has some minor reservations about the waiting time and communication.","excessive, inconsistent",False
2026-09-18T22:13:05,Feedy_200_Customer_Reviews.pdf,"The staff were courteous, but the explanation of fees and requirements was incomplete.",Good,0.9,0.0,0.65,"The customer is generally satisfied with the staff's courtesy, but has a specific complaint about the information provided.","courteous, incomplete",False
2026-09-18T22:13:08,Feedy_200_Reviews_Flipped.pdf,I waited over an hour only to be told I needed documents that were never mentioned beforehand.,Poor,0.9,0.67,0.85,"The customer expresses frustration and disappointment with their experience, specifically mentioning a problem (long wait time) and a negative interaction (being asked for unmentioned documents). The tone is urgent and critical.","waited over an hour, never mentioned beforehand",False
2026-09-18T22:13:08,Feedy_200_Reviews_Flipped.pdf,Service was inconsistent — one staff member gave me one answer and another gave me a different one.,Need Improvements,0.9,0.0,0.65,"The customer mentions a specific problem with service consistency, but the tone is calm and constructive.","inconsistent, different",False
2026-09-18T22:13:08,Feedy_200_Reviews_Flipped.pdf,This branch is consistently disorganized. The queue system makes no sense and staff offer no guidance.,Poor,1.0,1.0,1.0,"The customer expresses strong dissatisfaction with the store's organization, queue system, and staff behavior, indicating a negative experience.","disorganized, makes no sense, staff offer no guidance",False
2026-09-18T22:13:08,Feedy_200_Reviews_Flipped.pdf,The employee was impatient and short with me the entire time. I felt disrespected as a customer.,Poor,1.0,1.0,1.0,"The customer expresses strong negative emotions (furious, unacceptable) and describes being disrespected, indicating a high level of dissatisfaction.","impatient, short, disrespected",False
2026-09-18T22:13:12,Feedy_300_Intense_Stress_Test_Reviews.pdf,"I had an excellent experience. The staff member was professional, patient, and genuinely helpful. I would definitely recommend the bank. I expected better communication.",Excellent,0.9,0.0,0.65,"The customer uses enthusiastic language ('excellent experience') and expresses strong satisfaction with the staff member's professionalism, patience, and helpfulness. The only negative comment is about expected better communication, but it does not detract from their overall positive sentiment.","excellent experience, professional, patient, genuinely helpful",False
2026-09-18T22:13:15,Feedy_200_Customer_Reviews.pdf,Very happy with the support I received. The employee understood my concern and resolved it quickly.,Excellent,1.0,0.0,0.7,"The customer is extremely satisfied with the support they received, using words like 'very happy' to describe their experience.","Very happy, resolved it quickly",False
2026-09-18T22:13:18,Feedy_200_Reviews_Flipped.pdf,The staff handled my request competently. The wait was acceptable given how busy the branch was.,Good,0.9,0.33,0.75,"The customer is satisfied with the service, using words like 'competently' and 'acceptable', but doesn't express strong enthusiasm or advocacy.","handled competently, wait was acceptable",False
2026-09-18T22:13:18,Feedy_200_Reviews_Flipped.pdf,"The employee was helpful but seemed unsure about parts of the procedure, which slowed things down.",Good,0.8,0.33,0.7,"The customer is generally satisfied with the service they received, mentioning that the employee was helpful, but also notes a specific issue (the employee's uncertainty) that caused some delay.","helpful, slowed things down",False
2026-09-18T22:13:18,Feedy_200_Reviews_Flipped.pdf,"Pleasant experience overall, with a short queue. The employee was professional throughout.",Good,0.9,0.67,0.85,"The customer describes their experience as 'pleasant' and mentions a positive interaction with the employee, indicating general satisfaction.","Pleasant, professional",False
2026-09-18T22:13:18,Feedy_200_Reviews_Flipped.pdf,I am extremely unhappy with this visit. The lack of accountability from the staff was the worst part.,Poor,1.0,1.0,1.0,"The customer uses strong negative language ('extremely unhappy', 'worst part') and expresses a desire to avoid future interactions.","unhappy, lack of accountability",False
2026-09-18T22:13:18,Feedy_200_Reviews_Flipped.pdf,The staff were rude and clearly uninterested in helping. I left without my issue being resolved at all.,Poor,1.0,1.0,1.0,"The customer expresses strong dissatisfaction with the staff's behavior, feeling ignored and unhelped, which indicates a high level of frustration.","rude, uninterested",False
2026-09-18T22:13:18,Feedy_200_Reviews_Flipped.pdf,Overall a solid experience. There was a short wait but the staff were pleasant and got things done.,Good,0.9,1.0,0.95,"The customer describes their experience as 'solid' and mentions that the staff were pleasant, indicating overall satisfaction with minor reservations about the wait time.","solid, pleasant",False
2026-09-18T22:13:18,Feedy_200_Reviews_Flipped.pdf,I am extremely unhappy with this visit. The lack of accountability from the staff was the worst part.,Poor,1.0,1.0,1.0,"The customer uses strong negative language ('extremely unhappy', 'worst part') and expresses a desire to avoid future interactions.","unhappy, lack of accountability",False
2026-09-18T22:13:21,Feedy_300_Intense_Stress_Test_Reviews.pdf,"Good overall experience. The employee was helpful and professional, although I had to wait a little longer than expected. The delay affected my overall impression.",Good,0.9,1.0,0.95,"The customer uses positive language ('good overall experience', 'helpful and professional') but mentions a specific problem (waiting too long) that slightly detracts from their satisfaction.","good overall experience, helpful and professional, wait a little longer than expected",False
2026-09-18T22:13:24,Feedy_200_Customer_Reviews.pdf,My request was processed correctly and the staff explained the next steps.,Good,1.0,0.33,0.8,"The customer is generally satisfied with their experience, using positive language to describe the correct processing of their request and helpful communication from staff.","processed correctly, explained the next steps",False
2026-09-18T22:13:28,Feedy_200_Reviews_Flipped.pdf,"The staff were polite, but I had to explain my issue twice before it was understood properly.",Good,0.8,0.0,0.6,"The customer is generally satisfied with the politeness of the staff, but has a minor reservation about having to explain their issue twice.","polite, explain my issue twice",False
2026-09-18T22:13:28,Feedy_200_Reviews_Flipped.pdf,I received incorrect information that caused me to make an unnecessary second trip to the branch.,Poor,0.9,1.0,0.95,"The customer expresses frustration and disappointment with a specific problem (incorrect information) that led to a negative experience (unnecessary second trip). The tone is urgent and critical, indicating strong dissatisfaction.","incorrect information, unnecessary second trip",False
2026-09-18T22:13:28,Feedy_200_Reviews_Flipped.pdf,The employee was impatient and short with me the entire time. I felt disrespected as a customer.,Poor,1.0,1.0,1.0,"The customer expresses strong negative emotions (furious, unacceptable) and describes being disrespected, indicating a high level of dissatisfaction.","impatient, short, disrespected",False
2026-09-18T22:13:31,Feedy_300_Intense_Stress_Test_Reviews.pdf,The service was good and my issue was resolved. The explanation could have been slightly clearer. The waiting area was comfortable.,Good,0.9,0.67,0.85,"The customer is generally satisfied with the service, mentioning that their issue was resolved, but expresses a minor reservation about the clarity of the explanation.","good, resolved, slightly clearer",False
2026-09-18T22:13:35,Feedy_200_Customer_Reviews.pdf,The service was reliable and the staff were professional.,Good,0.9,1.0,0.95,"The customer mentions a positive experience with the service being 'reliable' and the staff being 'professional', indicating general satisfaction.","reliable, professional",False
2026-09-18T22:13:38,Feedy_200_Reviews_Flipped.pdf,This was the smoothest banking experience I've had in years. The employee explained every step patiently.,Excellent,1.0,0.0,0.7,"The customer uses superlatives like 'smoothest' and expresses gratitude for the employee's patience, indicating a high level of satisfaction.","smoothest, patiently",False
2026-09-18T22:13:38,Feedy_200_Reviews_Flipped.pdf,I was treated poorly and my request was handled with complete disregard for my time.,Poor,1.0,1.0,1.0,"The customer uses strong negative language ('treated poorly', 'complete disregard') to express their dissatisfaction, indicating a high level of frustration and intent to stop using the product.","treated poorly, complete disregard",False
2026-09-18T22:13:43,Feedy_300_Intense_Stress_Test_Reviews.pdf,"My issue was handled, but I had to explain it several times. The service needs improvement. The branch was otherwise organized.",Need Improvements,0.9,0.0,0.65,"The customer mentions that their issue was handled, but they still express a need for improvement in the service, specifically mentioning having to explain it several times.","needs improvement, explain it several times",False
2026-09-18T22:13:46,Feedy_200_Customer_Reviews.pdf,"I received excellent assistance today. The staff were friendly, attentive, and very efficient.",Excellent,1.0,0.0,0.7,"The customer uses enthusiastic language ('excellent', 'friendly', 'attentive') to describe their experience with the staff.","excellent, friendly, attentive",False
2026-09-18T22:13:50,Feedy_200_Reviews_Flipped.pdf,There was a communication gap that meant I had to repeat the same information three times.,Need Improvements,1.0,0.0,0.7,"The customer mentions a specific problem (communication gap) and implies it's not ideal, but the tone is calm and constructive.","communication gap, repeat the same information three times",False
2026-09-18T22:13:50,Feedy_200_Reviews_Flipped.pdf,There was a communication gap that meant I had to repeat the same information three times.,Need Improvements,1.0,0.0,0.7,"The customer mentions a specific problem (communication gap) and implies it's not ideal, but the tone is calm and constructive.","communication gap, repeat the same information three times",False
2026-09-18T22:13:50,Feedy_200_Reviews_Flipped.pdf,"My transaction was completed, but I had to ask multiple times for updates on the delay.",Good,0.8,0.0,0.6,"The customer is generally satisfied with their transaction being completed, but mentions a specific issue (having to ask multiple times for updates) that prevented it from being an 'Excellent' experience.","transaction was completed, multiple times",False
2026-09-18T22:13:50,Feedy_200_Reviews_Flipped.pdf,"The employee tried to help, but lacked the information needed to resolve my request quickly.",Need Improvements,0.9,0.0,0.65,"The customer is generally satisfied with the employee's effort, but has a specific problem with the lack of necessary information.","lack, information",False
2026-09-18T22:13:50,Feedy_200_Reviews_Flipped.pdf,Extremely poor service. The employee was dismissive and made no real effort to resolve my issue.,Poor,1.0,1.0,1.0,"The customer uses strong negative language ('extremely poor', 'dismissive') and expresses frustration with the service, indicating a high level of dissatisfaction.","extremely poor, dismissive",False
2026-09-18T22:13:50,Feedy_200_Reviews_Flipped.pdf,I waited over an hour only to be told I needed documents that were never mentioned beforehand.,Poor,0.9,0.67,0.85,"The customer expresses frustration and disappointment with their experience, specifically mentioning a problem (long wait time) and a negative interaction (being asked for unmentioned documents). The tone is urgent and critical.","waited over an hour, never mentioned beforehand",False
2026-09-18T22:13:50,Feedy_200_Reviews_Flipped.pdf,"The employee tried to help, but lacked the information needed to resolve my request quickly.",Need Improvements,0.9,0.0,0.65,"The customer is generally satisfied with the employee's effort, but has a specific problem with the lack of necessary information.","lack, information",False
2026-09-18T22:13:50,Feedy_200_Reviews_Flipped.pdf,"The staff were polite, but I had to explain my issue twice before it was understood properly.",Good,0.8,0.0,0.6,"The customer is generally satisfied with the politeness of the staff, but has a minor reservation about having to explain their issue twice.","polite, explain my issue twice",False
2026-09-18T22:13:53,Feedy_300_Intense_Stress_Test_Reviews.pdf,Very smooth visit. Every question was answered clearly and the issue was resolved faster than expected. The employee remained courteous throughout.,Excellent,1.0,0.0,0.7,"The customer uses enthusiastic language ('very smooth', 'faster than expected') to describe their experience, indicating strong satisfaction.","Very smooth visit, Every question was answered clearly, resolved faster than expected",False
2026-09-18T22:13:56,Feedy_200_Customer_Reviews.pdf,Good service with a small waiting time. The staff were courteous.,Excellent,0.9,0.0,0.65,"The customer uses positive language to describe their experience, mentioning 'good service' and 'courteous' staff, indicating strong satisfaction.","good service, courteous",False
2026-09-18T22:13:58,Feedy_200_Reviews_Flipped.pdf,"My issue was resolved without much trouble. The staff could have been a bit quicker, but I'm satisfied.",Good,0.9,0.0,0.65,"The customer mentions they're 'satisfied', which indicates overall satisfaction despite some minor reservations about the speed of resolution.","resolved, satisfied",False
2026-09-18T22:14:02,Feedy_300_Intense_Stress_Test_Reviews.pdf,Terrible experience. I had to repeatedly ask for help and still did not receive a satisfactory resolution. I mainly cared about getting the issue resolved.,Poor,0.9,1.0,0.95,"The customer uses strong negative language ('terrible experience') and expresses frustration with the lack of satisfactory resolution, despite repeated requests for help.","Terrible experience, repeatedly ask for help, satisfactory resolution",False
2026-09-18T22:14:05,Feedy_200_Customer_Reviews.pdf,I am very unhappy with the service. The employee gave incomplete information.,Poor,0.9,1.0,0.95,"The customer uses strong negative language ('unhappy', 'completely unacceptable') and expresses a desire to stop using the product, indicating a high level of dissatisfaction.","unhappy, incomplete information",False
2026-09-18T22:14:08,Feedy_200_Reviews_Flipped.pdf,My issue remains unresolved despite three separate visits to this branch.,Poor,0.9,1.0,0.95,"The customer is expressing frustration with an unresolved issue, using strong language like 'remains unresolved' and mentioning multiple attempts to resolve it.","issue remains unresolved, three separate visits",False
2026-09-18T22:14:08,Feedy_200_Reviews_Flipped.pdf,This branch is consistently disorganized. The queue system makes no sense and staff offer no guidance.,Poor,1.0,1.0,1.0,"The customer expresses strong dissatisfaction with the store's organization, queue system, and staff behavior, indicating a negative experience.","disorganized, makes no sense, staff offer no guidance",False
2026-09-18T22:14:11,Feedy_300_Intense_Stress_Test_Reviews.pdf,"Outstanding service from start to finish. The employee listened carefully, explained everything clearly, and solved my issue immediately.",Excellent,1.0,0.0,0.7,"The customer uses enthusiastic language ('outstanding', 'immediately') to describe their experience with the company's service.","outstanding, immediately",False
2026-09-18T22:14:14,Feedy_200_Customer_Reviews.pdf,"I received assistance, but the issue required multiple visits to resolve.",Good,0.8,0.0,0.6,"The customer is generally satisfied with receiving assistance, but expresses a minor reservation about the number of visits required to resolve the issue.","received assistance, multiple visits",False
2026-09-18T22:14:17,Feedy_200_Reviews_Flipped.pdf,The process could be much more efficient. I spent far more time here than the task should have required.,Need Improvements,0.9,0.67,0.85,"The customer mentions a specific problem with the efficiency of the process, which is a constructive critique without strong dissatisfaction.","process, efficient",False
2026-09-18T22:14:17,Feedy_200_Reviews_Flipped.pdf,"I understand mistakes happen, but the lack of a clear apology or explanation for the delay was disappointing.",Need Improvements,0.9,0.0,0.65,"The customer is calm and constructive in their criticism, mentioning that they 'understand mistakes happen', which suggests they are not extremely dissatisfied. However, they do express disappointment with the lack of a clear apology or explanation for the delay.","lack of a clear apology, disappointing",False
2026-09-18T22:14:21,Feedy_300_Intense_Stress_Test_Reviews.pdf,"Very disappointing experience. I waited a long time, received unclear information, and my issue was not properly resolved. The employee remained courteous throughout.",Poor,0.9,1.0,0.95,"The customer expresses strong dissatisfaction with their experience, citing multiple issues (long wait, unclear info, unresolved issue) despite the employee's courtesy.","disappointing experience, waited a long time, received unclear information, issue was not properly resolved",False
2026-09-18T22:14:23,Feedy_200_Customer_Reviews.pdf,I received good assistance today. The process was mostly smooth.,Good,0.9,0.33,0.75,"The customer expresses overall satisfaction with the service, using positive language to describe their experience.","good, mostly smooth",False
2026-09-18T22:14:26,Feedy_200_Reviews_Flipped.pdf,The employee was attentive and my transaction was completed correctly on the first try.,Excellent,1.0,0.0,0.7,"The customer uses strong positive language, such as 'attentive', to describe their experience with the employee.","attentive, first try",False
2026-09-18T22:14:26,Feedy_200_Reviews_Flipped.pdf,I am extremely unhappy with this visit. The lack of accountability from the staff was the worst part.,Poor,1.0,1.0,1.0,"The customer uses strong negative language ('extremely unhappy', 'worst part') and expresses a desire to avoid future interactions.","unhappy, lack of accountability",False
2026-09-18T22:14:26,Feedy_200_Reviews_Flipped.pdf,My problem was never actually solved — I was just told to come back another day with no explanation.,Poor,0.9,0.67,0.85,"The customer expresses strong dissatisfaction and frustration, stating that their issue was not resolved despite being asked to return another day.","never actually solved, no explanation",False
2026-09-18T22:14:29,Feedy_300_Intense_Stress_Test_Reviews.pdf,"Helpful staff and a generally positive visit. There was a minor delay, but everything worked out. The branch was otherwise organized.",Good,0.9,1.0,0.95,"The customer mentions a 'generally positive' experience with only a 'minor delay', indicating overall satisfaction.","Helpful staff, positive visit, minor delay",False
2026-09-18T22:14:33,Feedy_200_Customer_Reviews.pdf,The employee was attentive and gave useful information. Overall I am satisfied.,Good,0.9,0.67,0.85,"The customer uses positive language to describe their experience, mentioning that the employee was 'attentive' and provided 'useful information'. They also state that they are 'satisfied', indicating a generally positive tone.","attentive, useful information, satisfied",False
2026-09-18T22:14:35,Feedy_200_Reviews_Flipped.pdf,"Everything was handled perfectly on the first attempt. The staff were warm, efficient, and professional.",Excellent,1.0,0.0,0.7,"The customer uses enthusiastic language ('perfectly', 'warm', 'efficient', 'professional') to describe their experience.","handled perfectly, warm, efficient, professional",False
2026-09-18T22:14:35,Feedy_200_Reviews_Flipped.pdf,"My transaction was completed, but I had to ask multiple times for updates on the delay.",Good,0.8,0.0,0.6,"The customer is generally satisfied with their transaction being completed, but mentions a specific issue (having to ask multiple times for updates) that prevented it from being an 'Excellent' experience.","transaction was completed, multiple times",False
2026-09-18T22:14:38,Feedy_300_Intense_Stress_Test_Reviews.pdf,"I received the service I needed, although the process was unnecessarily complicated and slow. The branch was otherwise organized.",Good,0.9,0.0,0.65,"The customer mentions that they received the service they needed, which indicates a positive overall experience. However, they also mention specific problems with the process being complicated and slow.","complicated, slow",False
2026-09-18T22:14:41,Feedy_200_Customer_Reviews.pdf,"Good customer service. There was a short wait, but the staff handled my request well.",Good,0.9,0.33,0.75,"The customer expresses satisfaction with the customer service they received, mentioning that there was a 'short wait' but the staff handled their request well.","good customer service, handled my request well",False
2026-09-18T22:14:44,Feedy_200_Reviews_Flipped.pdf,I was given conflicting information by different staff members and left more confused than when I arrived.,Poor,1.0,1.0,1.0,"The customer expresses strong dissatisfaction with the service they received, stating that they were 'more confused' after interacting with multiple staff members.","conflicting information, left more confused",False
2026-09-18T22:14:44,Feedy_200_Reviews_Flipped.pdf,"I was satisfied with the outcome. A minor delay, but the employee kept me informed throughout.",Good,0.9,0.33,0.75,"The customer expresses satisfaction with the outcome and mentions a minor delay, but frames it as something they were informed about, indicating they are generally pleased.","satisfied, minor delay",False
2026-09-18T22:14:45,Feedy_200_Reviews_Flipped.pdf,Extremely poor service. The employee was dismissive and made no real effort to resolve my issue.,Poor,1.0,1.0,1.0,"The customer uses strong negative language ('extremely poor', 'dismissive') and expresses frustration with the service, indicating a high level of dissatisfaction.","extremely poor, dismissive",False
